AbsoluteTime,Year,Month,Day,Tmean,Tmin,Tmax
3509006400,2011,3,13,9.474852222,1.60671,17.34382
3509092800,2011,3,14,10.27638,6.63671,15.20382
3509179200,2011,3,15,9.980824444,7.66671,15.06382
3509265600,2011,3,16,5.467005,4.08671,8.66382
3509352000,2011,3,17,5.643602222,3.58671,9.08382
3509438400,2011,3,18,4.444782778,3.60671,6.03382
3509524800,2011,3,19,3.953185556,-0.41329,8.29382
3509611200,2011,3,20,2.840755,-2.95329,9.03382
3509697600,2011,3,21,4.992282778,-2.09329,13.14382
3509784000,2011,3,22,6.921241111,-1.63329,15.95382
3509870400,2011,3,23,7.760963333,0.64671,15.15382
3509956800,2011,3,24,8.289782778,0.37671,16.17382
3510043200,2011,3,25,8.683949444,1.93671,15.87382
3510129600,2011,3,26,5.316171667,3.12671,9.42382
3510216000,2011,3,27,4.689713333,-1.13329,11.73382
3510302400,2011,3,28,5.961588333,-0.23329,13.85382
3510388800,2011,3,29,7.558393889,-1.71329,18.02382
3510475200,2011,3,30,9.935268889,0.18671,19.20382
3510561600,2011,3,31,11.53415778,8.60671,14.86382
3510648000,2011,4,1,14.61783833,12.57671,18.11382
3510734400,2011,4,2,15.59686611,8.56671,23.08382
3510820800,2011,4,3,16.41644944,9.00671,25.35382
3510907200,2011,4,4,10.24256056,6.47671,14.73382
3510993600,2011,4,5,9.999018889,3.52671,16.39382
3511080000,2011,4,6,14.68971333,9.63671,19.83382
3511166400,2011,4,7,15.49429667,9.46671,23.39382
3511252800,2011,4,8,11.58943556,5.87671,17.95382
3511339200,2011,4,9,10.02992167,5.93671,15.29382
3511425600,2011,4,10,10.05874111,1.74671,17.53382
3511512000,2011,4,11,13.05526889,3.75671,21.70382
3511598400,2011,4,12,9.644713333,4.90671,14.72382
3511684800,2011,4,13,7.447699444,4.71671,11.95382
3511771200,2011,4,14,7.096518889,2.76671,11.01382
3511857600,2011,4,15,7.536796667,3.58671,12.60382
3511944000,2011,4,16,10.00290778,6.13671,13.99382
3512030400,2011,4,17,10.72172722,6.41671,16.81382
3512116800,2011,4,18,11.08513,1.69671,18.88382
3512203200,2011,4,19,13.16742167,3.46671,21.21382
3512289600,2011,4,20,14.43818556,4.62671,23.32382
3512376000,2011,4,21,15.71318556,6.57671,23.30382
3512462400,2011,4,22,16.29915778,6.96671,23.94382
3512548800,2011,4,23,16.67672722,7.56671,23.90382
3512635200,2011,4,24,15.658255,9.94671,20.67382
3512721600,2011,4,25,12.06804667,5.30671,17.92382
3512808000,2011,4,26,9.904088333,5.04671,15.92382
3512894400,2011,4,27,11.57790778,8.98671,14.80382
3512980800,2011,4,28,13.90054667,9.33671,21.15382
3513067200,2011,4,29,15.04749111,7.73671,22.16382
3513153600,2011,4,30,14.05269944,9.10671,19.49382
3513240000,2011,5,1,10.37540778,4.88671,15.81382
3513326400,2011,5,2,6.636866111,3.80671,9.55382
3513412800,2011,5,3,5.898532778,1.66671,10.99382
3513499200,2011,5,4,5.624991111,-0.92329,12.59382
3513585600,2011,5,5,9.018116111,1.03671,16.07382
3513672000,2011,5,6,13.27443556,2.18671,22.50382
3513758400,2011,5,7,16.43929667,5.53671,25.08382
3513844800,2011,5,8,15.87013,6.86671,22.21382
3513931200,2011,5,9,17.53068556,8.06671,25.27382
3514017600,2011,5,10,18.30742167,7.70671,26.59382
3514104000,2011,5,11,17.28783833,10.32671,25.80382
3514190400,2011,5,12,15.35943556,11.34671,22.68382
3514276800,2011,5,13,13.95679667,9.10671,19.52382
3514363200,2011,5,14,13.81874111,6.96671,21.78382
3514449600,2011,5,15,11.27561611,7.77671,16.34382
3514536000,2011,5,16,11.28297722,6.69671,16.31382
3514622400,2011,5,17,15.16867167,11.67671,19.87382
3514708800,2011,5,18,17.34936611,7.98671,25.73382
3514795200,2011,5,19,17.61478278,10.00671,25.97382
3514881600,2011,5,20,16.67054667,12.60671,22.52382
3514968000,2011,5,21,17.49582444,11.41671,24.02382
3515054400,2011,5,22,19.39186611,13.34671,26.25382
3515140800,2011,5,23,16.66054667,10.51671,23.65382
3515227200,2011,5,24,16.35388,8.09671,25.86382
3515313600,2011,5,25,13.70624111,5.36671,20.47382
3515400000,2011,5,26,17.91332444,6.64671,28.46382
3515486400,2011,5,27,14.70235222,10.84671,18.84382
3515572800,2011,5,28,13.82992167,7.35671,20.26382
3515659200,2011,5,29,18.00332444,11.31671,25.11382
3515745600,2011,5,30,22.19853278,11.18671,31.21382
3515832000,2011,5,31,19.82888,14.74671,27.06382
3515918400,2011,6,1,12.03290778,9.85671,15.21382
3516004800,2011,6,2,16.00832444,10.69671,21.77382
3516091200,2011,6,3,18.63193556,12.28671,25.06382
3516177600,2011,6,4,21.94506056,15.06671,28.03382
3516264000,2011,6,5,22.91756056,16.36671,29.90382
3516350400,2011,6,6,19.83151889,14.41671,27.22382
3516436800,2011,6,7,19.57554667,14.42671,24.85382
3516523200,2011,6,8,16.82874111,13.49671,21.62382
3516609600,2011,6,9,15.97978278,11.39671,21.19382
3516696000,2011,6,10,15.28818556,8.73671,20.32382
3516782400,2011,6,11,15.34589389,10.59671,20.52382
3516868800,2011,6,12,16.45957444,11.01671,22.19382
3516955200,2011,6,13,16.80318556,10.76671,21.91382
3517041600,2011,6,14,17.39742167,12.23671,23.38382
3517128000,2011,6,15,19.65318556,14.06671,25.97382
3517214400,2011,6,16,19.97013,14.91671,27.12382
3517300800,2011,6,17,17.59610222,12.01671,22.98382
3517387200,2011,6,18,16.12874111,12.34671,19.80382
3517473600,2011,6,19,14.34242167,11.33671,17.68382
3517560000,2011,6,20,14.90519944,11.61671,20.32382
3517646400,2011,6,21,17.70624111,12.99671,24.22382
3517732800,2011,6,22,18.72769944,14.72671,27.08382
3517819200,2011,6,23,17.05978278,12.57671,22.81382
3517905600,2011,6,24,14.53846333,11.43671,19.33382
3517992000,2011,6,25,13.93922722,10.55671,18.97382
3518078400,2011,6,26,18.57103278,12.49671,25.34382
3518164800,2011,6,27,21.16610222,13.22671,28.12382
3518251200,2011,6,28,22.59367167,13.69671,29.01382
3518337600,2011,6,29,22.00117167,13.56671,30.25382
3518424000,2011,6,30,14.43776889,10.08671,19.29382
3518510400,2011,7,1,12.15547722,8.69671,17.88382
3518596800,2011,7,2,12.18804667,10.36671,15.09382
3518683200,2011,7,3,11.90353278,10.22671,14.73382
3518769600,2011,7,4,15.44568556,12.37671,20.25382
3518856000,2011,7,5,16.639505,14.22671,21.81382
3518942400,2011,7,6,20.188255,12.54671,29.78382
3519028800,2011,7,7,21.35735222,14.48671,29.32382
3519115200,2011,7,8,19.20721333,15.75671,24.71382
3519201600,2011,7,9,21.90943556,14.02671,29.23382
3519288000,2011,7,10,20.68506056,16.60671,27.03382
3519374400,2011,7,11,19.89117167,16.03671,25.32382
3519460800,2011,7,12,20.65040778,12.61671,27.13382
3519547200,2011,7,13,20.89853278,16.79671,27.64382
3519633600,2011,7,14,16.18221333,13.71671,20.00382
3519720000,2011,7,15,16.11596333,12.41671,20.92382
3519806400,2011,7,16,19.47485222,12.14671,25.73382
3519892800,2011,7,17,17.64221333,13.12671,21.60382
3519979200,2011,7,18,15.94665778,12.29671,21.14382
3520065600,2011,7,19,18.28888,10.33671,25.12382
3520152000,2011,7,20,19.13776889,15.68671,22.71382
3520238400,2011,7,21,16.52638,14.55671,21.29382
3520324800,2011,7,22,14.64297722,12.02671,18.68382
3520411200,2011,7,23,14.09790778,10.18671,18.68382
3520497600,2011,7,24,14.15797722,11.07671,17.53382
3520584000,2011,7,25,14.15138,10.79671,17.26382
3520670400,2011,7,26,17.29624111,8.84671,25.04382
3520756800,2011,7,27,20.17992167,13.77671,25.79382
3520843200,2011,7,28,19.13249111,12.53671,24.52382
3520929600,2011,7,29,17.78082444,14.89671,21.28382
3521016000,2011,7,30,13.99610222,12.95671,15.41382
3521102400,2011,7,31,13.91769944,11.56671,16.96382
3521188800,2011,8,1,16.00096333,13.81671,20.68382
3521275200,2011,8,2,18.74908833,13.38671,25.65382
3521361600,2011,8,3,21.57665778,13.77671,29.52382
3521448000,2011,8,4,20.84901889,17.28671,27.09382
3521534400,2011,8,5,20.367005,15.78671,26.97382
3521620800,2011,8,6,22.72422722,15.73671,28.76382
3521707200,2011,8,7,18.95408833,13.74671,23.83382
3521793600,2011,8,8,15.313255,12.04671,20.19382
3521880000,2011,8,9,14.28013,12.19671,19.24382
3521966400,2011,8,10,14.57985222,11.23671,18.82382
3522052800,2011,8,11,19.24547722,15.34671,25.36382
3522139200,2011,8,12,18.18839389,14.08671,22.55382
3522225600,2011,8,13,18.047005,15.89671,22.00382
3522312000,2011,8,14,20.02971333,15.66671,27.30382
3522398400,2011,8,15,17.80506056,13.21671,23.83382
3522484800,2011,8,16,17.28776889,12.17671,22.53382
3522571200,2011,8,17,20.31339389,14.98671,27.23382
3522657600,2011,8,18,22.67568556,15.39671,30.86382
3522744000,2011,8,19,18.80638,13.04671,24.37382
3522830400,2011,8,20,17.43457444,9.44671,25.51382
3522916800,2011,8,21,19.68568556,11.68671,27.75382
3523003200,2011,8,22,22.32811611,17.75671,27.71382
3523089600,2011,8,23,22.58235222,15.86671,30.38382
3523176000,2011,8,24,23.41367167,17.11671,32.09382
3523262400,2011,8,25,20.78040778,15.47671,27.26382
3523348800,2011,8,26,25.75422722,17.76671,34.77382
3523435200,2011,8,27,15.67554667,13.55671,21.39382
3523521600,2011,8,28,15.66124111,11.85671,20.06382
3523608000,2011,8,29,15.71776889,11.89671,20.31382
3523694400,2011,8,30,13.32478278,7.98671,17.25382
3523780800,2011,8,31,12.85096333,6.10671,20.64382
3523867200,2011,9,1,15.24651889,9.02671,21.92382
3523953600,2011,9,2,17.35297722,8.64671,27.03382
3524040000,2011,9,3,20.63304667,11.75671,29.66382
3524126400,2011,9,4,21.97735222,14.84671,30.21382
3524212800,2011,9,5,18.35040778,13.90671,21.98382
3524299200,2011,9,6,16.95540778,11.85671,22.02382
3524385600,2011,9,7,16.18908833,13.78671,18.75382
3524472000,2011,9,8,13.41749111,11.75671,15.31382
3524558400,2011,9,9,16.15339389,12.26671,19.93382
3524644800,2011,9,10,21.09144944,16.70671,27.01382
3524731200,2011,9,11,21.27374111,15.90671,30.08382
3524817600,2011,9,12,17.78506056,13.81671,21.74382
3524904000,2011,9,13,18.60047722,14.35671,23.74382
3524990400,2011,9,14,15.24401889,11.63671,20.10382
3525076800,2011,9,15,13.52804667,8.14671,19.62382
3525163200,2011,9,16,13.25978278,6.12671,20.26382
3525249600,2011,9,17,17.590755,12.00671,23.04382
3525336000,2011,9,18,13.46867167,10.64671,16.97382
3525422400,2011,9,19,12.59033833,9.52671,17.76382
3525508800,2011,9,20,12.31735222,6.17671,20.36382
3525595200,2011,9,21,13.07158833,6.52671,21.73382
3525681600,2011,9,22,14.22721333,9.36671,19.51382
3525768000,2011,9,23,12.51811611,8.29671,18.67382
3525854400,2011,9,24,12.87110222,5.00671,21.71382
3525940800,2011,9,25,14.60672722,6.61671,24.11382
3526027200,2011,9,26,16.90207444,8.75671,27.02382
3526113600,2011,9,27,16.39228278,11.80671,21.76382
3526200000,2011,9,28,16.23547722,12.70671,21.47382
3526286400,2011,9,29,15.47936611,10.17671,24.31382
3526372800,2011,9,30,16.49603278,7.89671,27.60382
3526459200,2011,10,1,16.83763,8.58671,26.84382
3526545600,2011,10,2,16.80714389,8.84671,26.95382
3526632000,2011,10,3,17.09276889,9.85671,26.12382
3526718400,2011,10,4,18.52957444,12.23671,26.37382
3526804800,2011,10,5,16.84818556,14.87671,18.92382
3526891200,2011,10,6,14.65763,9.09671,20.41382
3526977600,2011,10,7,9.281727222,6.40671,12.69382
3527064000,2011,10,8,7.569505,5.49671,11.81382
3527150400,2011,10,9,7.659018889,3.82671,12.87382
3527236800,2011,10,10,12.92401889,7.23671,18.79382
3527323200,2011,10,11,15.515755,10.86671,17.37382
3527409600,2011,10,12,9.372005,8.36671,11.18382
3527496000,2011,10,13,8.603463333,4.75671,13.69382
3527582400,2011,10,14,4.252838333,0.91671,9.78382
3527668800,2011,10,15,4.066866111,-1.26329,12.97382
3527755200,2011,10,16,7.083046667,-0.99329,16.96382
3527841600,2011,10,17,7.808116111,1.28671,16.07382
3527928000,2011,10,18,9.639991111,3.09671,19.23382
3528014400,2011,10,19,7.423463333,5.06671,10.78382
3528100800,2011,10,20,5.880477222,1.00671,10.45382
3528187200,2011,10,21,3.266032778,-1.41329,12.16382
3528273600,2011,10,22,3.138671667,-2.76329,13.01382
3528360000,2011,10,23,4.891171667,-1.50329,13.24382
3528446400,2011,10,24,8.764018889,2.11671,14.76382
3528532800,2011,10,25,8.700546667,5.68671,12.35382
3528619200,2011,10,26,10.14082444,5.73671,14.95382
3528705600,2011,10,27,7.586657778,2.77671,13.10382
3528792000,2011,10,28,11.59901889,7.17671,19.55382
3528878400,2011,10,29,10.24290778,4.68671,18.66382
3528964800,2011,10,30,11.490755,8.82671,14.97382
3529051200,2011,10,31,10.998255,7.25671,18.80382
3529137600,2011,11,1,8.22763,4.72671,13.85382
3529224000,2011,11,2,8.356657778,3.01671,16.98382
3529310400,2011,11,3,9.42638,5.13671,18.34382
3529396800,2011,11,4,8.355685556,3.74671,16.63382
3529483200,2011,11,5,7.581310556,2.17671,14.24382
3529569600,2011,11,6,7.882907778,2.10671,15.28382
3529656000,2011,11,7,5.909643889,3.80671,7.72382
3529742400,2011,11,8,5.355199444,1.24671,11.87382
3529828800,2011,11,9,3.811518889,0.96671,10.65382
3529915200,2011,11,10,4.324227222,2.43671,7.03382
3530001600,2011,11,11,2.647768889,0.23671,5.78382
3530088000,2011,11,12,2.530893889,-0.83329,9.34382
3530174400,2011,11,13,2.004713333,-3.21329,11.91382
3530260800,2011,11,14,0.4744355556,-3.20329,8.53382
3530347200,2011,11,15,-2.026050556,-3.28329,-0.35618
3530433600,2011,11,16,-1.517508889,-2.50329,0.43382
3530520000,2011,11,17,-0.02230055556,-2.82329,3.78382
3530606400,2011,11,18,3.233602222,-1.08329,7.38382
3530692800,2011,11,19,5.382143889,1.93671,9.14382
3530779200,2011,11,20,3.336241111,0.11671,6.93382
3530865600,2011,11,21,6.182768889,2.92671,13.21382
3530952000,2011,11,22,3.600616111,-1.32329,12.28382
3531038400,2011,11,23,3.370060556,-1.30329,12.35382
3531124800,2011,11,24,2.534018889,-0.79329,9.30382
3531211200,2011,11,25,2.719921667,-0.82329,10.52382
3531297600,2011,11,26,5.766032778,3.78671,7.63382
3531384000,2011,11,27,7.113602222,5.14671,9.63382
3531470400,2011,11,28,5.479713333,-1.08329,10.19382
3531556800,2011,11,29,1.105755,-4.24329,7.48382
3531643200,2011,11,30,6.746657778,-0.56329,11.63382
3531729600,2011,12,1,4.896449444,-2.04329,10.75382
3531816000,2011,12,2,8.898393889,3.29671,14.62382
3531902400,2011,12,3,4.470338333,-0.68329,8.72382
3531988800,2011,12,4,7.725685556,6.81671,9.44382
3532075200,2011,12,5,3.665060556,0.63671,7.40382
3532161600,2011,12,6,2.404713333,0.95671,5.08382
3532248000,2011,12,7,3.710893889,1.71671,7.29382
3532334400,2011,12,8,5.629366111,4.60671,8.20382
3532420800,2011,12,9,5.749018889,1.62671,10.43382
3532507200,2011,12,10,2.780755,0.21671,6.31382
3532593600,2011,12,11,0.2787411111,-2.24329,5.45382
3532680000,2011,12,12,5.197977222,-0.02329,8.73382
3532766400,2011,12,13,5.764643889,2.52671,9.52382
3532852800,2011,12,14,6.543185556,3.55671,10.61382
3532939200,2011,12,15,4.818324444,2.77671,7.45382
3533025600,2011,12,16,5.064088333,2.75671,10.61382
3533112000,2011,12,17,3.474296667,2.27671,4.92382
3533198400,2011,12,18,2.080407778,0.79671,3.83382
3533284800,2011,12,19,0.8760327778,-0.87329,2.44382
3533371200,2011,12,20,0.58888,-0.73329,3.88382
3533457600,2011,12,21,3.400407778,2.93671,4.67382
3533544000,2011,12,22,3.42763,2.01671,6.35382
3533630400,2011,12,23,7.310268889,6.05671,9.96382
3533716800,2011,12,24,4.904157778,1.78671,8.02382
3533803200,2011,12,25,4.350477222,1.83671,7.36382
3533889600,2011,12,26,8.146102222,6.33671,10.10382
3533976000,2011,12,27,7.742143889,7.09671,8.95382
3534062400,2011,12,28,5.821310556,3.58671,8.11382
3534148800,2011,12,29,4.826449444,3.68671,6.80382
3534235200,2011,12,30,2.829991111,1.06671,5.41382
3534321600,2011,12,31,2.748602222,1.32671,4.54382
3534408000,2012,1,1,8.806727222,3.35671,13.46382
3534494400,2012,1,2,9.673046667,4.80671,13.69382
3534580800,2012,1,3,6.112491111,1.72671,10.39382
3534667200,2012,1,4,6.047005,3.57671,9.96382
3534753600,2012,1,5,4.288949444,0.77671,7.12382
3534840000,2012,1,6,3.522213333,1.24671,6.22382
3534926400,2012,1,7,4.197907778,2.95671,6.49382
3535012800,2012,1,8,4.255407778,3.19671,5.94382
3535099200,2012,1,9,4.532560556,3.48671,7.45382
3535185600,2012,1,10,5.670616111,3.59671,7.97382
3535272000,2012,1,11,7.050963333,4.85671,9.74382
3535358400,2012,1,12,7.120685556,3.28671,9.66382
3535444800,2012,1,13,2.760824444,0.71671,4.89382
3535531200,2012,1,14,2.048741111,-0.13329,5.03382
3535617600,2012,1,15,-0.6826477778,-2.03329,1.88382
3535704000,2012,1,16,-0.6884116667,-3.50329,2.81382
3535790400,2012,1,17,0.8726994444,-2.17329,2.76382
3535876800,2012,1,18,0.4642966667,-4.67329,8.36382
3535963200,2012,1,19,4.139921667,2.20671,7.58382
3536049600,2012,1,20,2.563324444,0.85671,5.56382
3536136000,2012,1,21,2.966657778,0.43671,6.65382
3536222400,2012,1,22,4.851310556,1.46671,7.23382
3536308800,2012,1,23,4.267977222,1.78671,6.66382
3536395200,2012,1,24,2.291449444,1.27671,4.17382
3536481600,2012,1,25,1.65388,-0.02329,4.04382
3536568000,2012,1,26,-0.8839672222,-3.11329,2.60382
3536654400,2012,1,27,-0.6321616667,-2.57329,2.22382
3536740800,2012,1,28,-1.328897778,-4.19329,0.68382
3536827200,2012,1,29,-5.094731111,-6.83329,-3.38618
3536913600,2012,1,30,-6.300286667,-8.11329,-2.37618
3537000000,2012,1,31,-8.614314444,-10.57329,-4.71618
3537086400,2012,2,1,-10.96230056,-12.61329,-8.26618
3537172800,2012,2,2,-13.52688389,-15.89329,-10.34618
3537259200,2012,2,3,-13.40973111,-19.73329,-5.76618
3537345600,2012,2,4,-11.73139778,-14.79329,-7.54618
3537432000,2012,2,5,-13.54584222,-19.05329,-5.85618
3537518400,2012,2,6,-15.41966167,-18.57329,-10.80618
3537604800,2012,2,7,-14.32209222,-19.98329,-8.33618
3537691200,2012,2,8,-9.125356111,-12.96329,-7.05618
3537777600,2012,2,9,-8.503550556,-15.15329,-2.26618
3537864000,2012,2,10,-10.71528667,-15.71329,-5.89618
3537950400,2012,2,11,-12.50209222,-16.65329,-7.86618
3538036800,2012,2,12,-10.62855056,-17.91329,-1.05618
3538123200,2012,2,13,-2.610772778,-7.70329,0.65382
3538209600,2012,2,14,0.3280466667,-2.22329,4.51382
3538296000,2012,2,15,3.598463333,1.69671,6.52382
3538382400,2012,2,16,2.629643889,-0.68329,6.30382
3538468800,2012,2,17,5.653463333,3.19671,8.80382
3538555200,2012,2,18,6.292491111,3.17671,9.56382
3538641600,2012,2,19,4.995407778,1.84671,8.16382
3538728000,2012,2,20,1.603671667,-2.00329,5.64382
3538814400,2012,2,21,1.729782778,-2.68329,5.79382
3538900800,2012,2,22,6.850616111,3.55671,11.69382
3538987200,2012,2,23,8.601866111,6.31671,11.27382
3539073600,2012,2,24,10.74235222,8.53671,13.43382
3539160000,2012,2,25,7.087352222,4.44671,10.36382
3539246400,2012,2,26,5.051727222,0.89671,9.01382
3539332800,2012,2,27,3.437560556,-1.38329,8.54382
3539419200,2012,2,28,7.96888,4.38671,11.07382
3539505600,2012,2,29,10.97631056,9.58671,12.79382
3539592000,2012,3,1,11.39513,9.85671,15.87382
3539678400,2012,3,2,8.346657778,5.57671,11.05382
3539764800,2012,3,3,7.332907778,3.34671,12.59382
3539851200,2012,3,4,8.305824444,6.24671,11.61382
3539937600,2012,3,5,5.49513,2.92671,7.53382
3540024000,2012,3,6,4.892005,0.92671,8.78382
3540110400,2012,3,7,4.068116111,-2.25329,10.44382
3540196800,2012,3,8,5.463255,3.19671,10.01382
3540283200,2012,3,9,4.927005,-1.22329,11.18382
3540369600,2012,3,10,8.317074444,2.98671,12.02382
3540456000,2012,3,11,8.293602222,7.24671,10.62382
3540542400,2012,3,12,9.041866111,7.96671,12.12382
3540628800,2012,3,13,7.687352222,6.37671,9.72382
3540715200,2012,3,14,6.647074444,6.06671,7.85382
3540801600,2012,3,15,8.67513,4.60671,16.23382
3540888000,2012,3,16,12.03561611,1.43671,23.76382
3540974400,2012,3,17,13.66186611,3.98671,22.76382
3541060800,2012,3,18,11.06971333,6.03671,18.51382
3541147200,2012,3,19,7.503116111,2.01671,12.48382
3541233600,2012,3,20,7.083810556,-1.46329,15.86382
3541320000,2012,3,21,10.66888,3.31671,17.72382
3541406400,2012,3,22,9.947907778,4.98671,16.37382
3541492800,2012,3,23,9.540963333,3.85671,17.13382
3541579200,2012,3,24,10.56513,2.79671,18.95382
3541665600,2012,3,25,11.80464389,3.77671,19.98382
3541752000,2012,3,26,9.333185556,2.73671,15.41382
3541838400,2012,3,27,10.69658833,1.16671,19.94382
3541924800,2012,3,28,13.25367167,4.74671,20.82382
3542011200,2012,3,29,9.860755,6.84671,14.34382
3542097600,2012,3,30,8.693602222,6.71671,11.18382
3542184000,2012,3,31,7.261727222,2.38671,11.75382
3542270400,2012,4,1,5.499157778,0.76671,11.04382
3542356800,2012,4,2,8.208324444,5.42671,11.43382
3542443200,2012,4,3,10.80485222,3.86671,19.46382
3542529600,2012,4,4,8.368671667,5.44671,13.67382
3542616000,2012,4,5,4.977352222,4.53671,6.09382
3542702400,2012,4,6,3.954157778,1.04671,5.47382
3542788800,2012,4,7,3.732977222,0.25671,8.69382
3542875200,2012,4,8,2.414713333,-1.04329,6.75382
3542961600,2012,4,9,4.869852222,-2.78329,9.51382
3543048000,2012,4,10,13.70131056,8.51671,20.27382
3543134400,2012,4,11,10.30888,7.85671,13.70382
3543220800,2012,4,12,8.858185556,6.60671,14.40382
3543307200,2012,4,13,8.358116111,4.58671,13.12382
3543393600,2012,4,14,7.652907778,0.17671,13.39382
3543480000,2012,4,15,8.797352222,5.32671,12.02382
3543566400,2012,4,16,6.923949444,3.77671,10.71382
3543652800,2012,4,17,6.200199444,-1.30329,12.29382
3543739200,2012,4,18,8.095616111,3.25671,12.63382
3543825600,2012,4,19,10.22006056,1.47671,17.88382
3543912000,2012,4,20,10.79783833,6.61671,15.47382
3543998400,2012,4,21,9.855060556,5.28671,15.15382
3544084800,2012,4,22,9.93388,6.23671,14.99382
3544171200,2012,4,23,9.017282778,4.44671,14.55382
3544257600,2012,4,24,9.641796667,5.67671,13.14382
3544344000,2012,4,25,12.43763,7.83671,16.78382
3544430400,2012,4,26,15.78096333,10.54671,20.11382
3544516800,2012,4,27,18.39429667,10.41671,25.58382
3544603200,2012,4,28,22.81651889,12.73671,32.31382
3544689600,2012,4,29,22.893255,17.87671,29.60382
3544776000,2012,4,30,19.098255,13.46671,23.75382
3544862400,2012,5,1,17.95103278,12.31671,24.76382
3544948800,2012,5,2,18.89214389,12.89671,26.45382
3545035200,2012,5,3,16.03283833,11.62671,19.27382
3545121600,2012,5,4,15.77263,7.10671,22.91382
3545208000,2012,5,5,12.35554667,7.62671,16.89382
3545294400,2012,5,6,7.677560556,6.18671,9.66382
3545380800,2012,5,7,10.94582444,7.98671,15.98382
3545467200,2012,5,8,15.25874111,8.71671,22.59382
3545553600,2012,5,9,17.00151889,10.78671,22.89382
3545640000,2012,5,10,21.44561611,13.12671,27.55382
3545726400,2012,5,11,23.67214389,14.01671,31.20382
3545812800,2012,5,12,11.84172722,7.32671,15.18382
3545899200,2012,5,13,8.312352222,3.34671,12.55382
3545985600,2012,5,14,11.20457444,2.34671,18.96382
3546072000,2012,5,15,11.39679667,7.04671,18.92382
3546158400,2012,5,16,9.463324444,6.69671,13.92382
3546244800,2012,5,17,10.00242167,4.25671,15.95382
3546331200,2012,5,18,13.83096333,7.04671,20.52382
3546417600,2012,5,19,19.17485222,13.08671,25.86382
3546504000,2012,5,20,21.71964389,12.61671,30.17382
3546590400,2012,5,21,21.90381056,15.06671,27.92382
3546676800,2012,5,22,23.33686611,15.17671,29.54382
3546763200,2012,5,23,24.01082444,17.32671,29.72382
3546849600,2012,5,24,20.63165778,16.96671,25.25382
3546936000,2012,5,25,17.48832444,12.27671,22.99382
3547022400,2012,5,26,17.76394944,10.14671,23.65382
3547108800,2012,5,27,18.78242167,13.60671,25.11382
3547195200,2012,5,28,19.27019944,12.58671,25.43382
3547281600,2012,5,29,18.58985222,12.12671,25.47382
3547368000,2012,5,30,17.38492167,11.51671,23.92382
3547454400,2012,5,31,16.34193556,10.57671,23.36382
3547540800,2012,6,1,13.67839389,11.53671,17.63382
3547627200,2012,6,2,13.19888,10.00671,17.68382
3547713600,2012,6,3,10.28346333,6.82671,13.33382
3547800000,2012,6,4,12.86415778,10.00671,17.45382
3547886400,2012,6,5,10.93818556,7.19671,15.08382
3547972800,2012,6,6,11.89290778,4.53671,17.78382
3548059200,2012,6,7,17.99374111,11.32671,23.38382
3548145600,2012,6,8,20.50783833,16.62671,24.34382
3548232000,2012,6,9,18.16547722,13.28671,22.39382
3548318400,2012,6,10,16.379505,11.18671,21.40382
3548404800,2012,6,11,16.55804667,11.72671,21.01382
3548491200,2012,6,12,16.10026889,9.67671,21.79382
3548577600,2012,6,13,15.11707444,12.20671,18.68382
3548664000,2012,6,14,12.88714389,11.14671,17.49382
3548750400,2012,6,15,17.62263,9.18671,25.60382
3548836800,2012,6,16,20.08818556,13.84671,27.55382
3548923200,2012,6,17,19.217005,15.78671,25.30382
3549009600,2012,6,18,22.31422722,12.64671,32.50382
3549096000,2012,6,19,20.73144944,15.90671,25.36382
3549182400,2012,6,20,17.96936611,16.65671,20.08382
3549268800,2012,6,21,16.079505,14.72671,17.60382
3549355200,2012,6,22,19.42901889,13.98671,23.92382
3549441600,2012,6,23,18.02769944,10.58671,24.17382
3549528000,2012,6,24,17.90214389,11.52671,25.02382
3549614400,2012,6,25,15.60207444,12.83671,20.16382
3549700800,2012,6,26,14.92631056,11.28671,20.20382
3549787200,2012,6,27,17.28443556,8.66671,24.80382
3549873600,2012,6,28,22.12499111,15.41671,29.82382
3549960000,2012,6,29,26.00276889,17.93671,33.38382
3550046400,2012,6,30,25.42332444,19.83671,31.09382
3550132800,2012,7,1,20.05818556,17.59671,23.00382
3550219200,2012,7,2,17.69846333,15.78671,21.55382
3550305600,2012,7,3,19.24256056,15.67671,23.48382
3550392000,2012,7,4,22.11547722,16.65671,27.30382
3550478400,2012,7,5,20.64374111,17.85671,23.68382
3550564800,2012,7,6,21.19228278,17.34671,27.28382
3550651200,2012,7,7,20.54374111,17.83671,25.50382
3550737600,2012,7,8,20.89735222,14.89671,26.09382
3550824000,2012,7,9,19.87256056,14.81671,25.10382
3550910400,2012,7,10,20.20776889,16.50671,25.46382
3550996800,2012,7,11,18.50131056,14.65671,23.18382
3551083200,2012,7,12,15.377005,11.25671,20.34382
3551169600,2012,7,13,15.24214389,10.64671,20.07382
3551256000,2012,7,14,16.87297722,13.83671,20.66382
3551342400,2012,7,15,17.01651889,12.49671,22.63382
3551428800,2012,7,16,16.43901889,12.51671,20.88382
3551515200,2012,7,17,16.79901889,13.90671,21.89382
3551601600,2012,7,18,20.12221333,15.60671,25.96382
3551688000,2012,7,19,19.76103278,14.28671,23.58382
3551774400,2012,7,20,16.61679667,14.39671,21.03382
